id,emp_min,pas_min,st_first_id,st_second_id
65695,66,70,232,442
65696,68,72,232,443
65697,71,75,232,444
65698,74,78,232,445
65699,77,81,232,446
65700,80,84,232,447
65701,3,3,174,175
65702,5,5,174,176
65703,7,7,174,177
65704,9,9,174,178
65705,12,12,174,179
65706,14,14,174,180
65707,16,16,174,181
65708,19,19,174,182
65709,22,22,174,183
65710,25,25,174,184
65711,28,28,174,185
65712,31,31,174,186
65713,33,33,174,187
65714,36,36,174,188
65715,39,39,174,189
65716,42,42,174,190
65717,6,6,174,261
65718,9,9,174,249
65719,12,12,174,248
65720,14,14,174,247
65721,17,17,174,246
65722,20,20,174,245
65723,18,18,174,341
65724,21,21,174,342
65725,24,24,174,343
65726,27,27,174,344
65727,30,30,174,345
65728,33,33,174,346
65729,35,35,174,347
65730,37,38,174,348
65731,36,40,174,349
65732,33,43,174,350
65733,34,44,174,351
65734,32,32,174,191
65735,34,39,174,364
65736,35,35,174,365
65737,31,31,174,353
65738,28,28,174,354
65739,25,25,174,355
65740,26,26,174,356
65741,22,22,174,357
65742,17,17,174,358
65743,15,15,174,359
65744,12,12,174,360
65745,9,9,174,361
65746,5,5,174,362
65747,3,3,174,363
65748,46,46,174,194
65749,49,49,174,195
65750,48,48,174,196
65751,53,53,174,197
65752,55,55,174,198
65753,57,57,174,199
65754,59,59,174,200
65755,24,32,174,206
65756,22,22,174,207
65757,24,36,174,208
65758,27,40,174,209
65759,29,39,174,210
65760,26,36,174,211
65761,26,26,174,212
65762,25,25,174,213
65763,27,31,174,214
65764,28,28,174,215
65765,30,30,174,216
65766,32,32,174,217
65767,31,33,174,218
65768,29,35,174,219
65769,27,27,174,220
65770,29,40,174,221
65771,26,26,174,222
65772,23,23,174,452
65773,21,21,174,224
65774,22,22,174,225
65775,24,24,174,226
65776,25,32,174,227
65777,23,30,174,228
65778,25,27,174,229
65779,23,24,174,230
65780,20,20,174,231
65781,18,18,174,201
65782,19,19,174,202
65783,20,20,174,203
65784,23,27,174,204
65785,26,30,174,205
65786,24,24,174,335
65787,26,26,174,334
65788,29,29,174,333
65789,33,33,174,332
65790,36,36,174,265
65791,39,39,174,264
65792,41,41,174,263
65793,44,44,174,262
65794,44,44,174,270
65795,39,39,174,271
65796,37,37,174,272
65797,34,34,174,273
65798,31,31,174,274
65799,29,29,174,275
65800,25,25,174,276
65801,23,23,174,277
65802,23,23,174,278
65803,21,21,174,279
65804,17,17,174,280
65805,16,16,174,282
65806,10,10,174,284
65807,16,16,174,285
65808,22,22,174,286
65809,25,25,174,287
65810,28,28,174,288
65811,31,55,174,289
65812,34,58,174,290
65813,37,61,174,291
65814,39,63,174,292
65815,42,66,174,293
65816,45,69,174,294
65817,48,72,174,295
65818,53,77,174,296
65819,57,62,174,297
65820,53,58,174,298
65821,50,55,174,299
65822,45,50,174,300
65823,41,46,174,301
65824,39,44,174,302
65825,36,41,174,331
65826,33,38,174,303
65827,29,34,174,304
65828,24,29,174,305
65829,21,26,174,306
65830,18,23,174,307
65831,15,20,174,308
65832,13,18,174,309
65833,12,12,174,366
65834,15,15,174,310
65835,19,19,174,311
65836,17,17,174,312
65837,18,18,174,313
65838,21,21,174,314
65839,23,23,174,315
65840,26,26,174,316
65841,24,24,174,352
65842,28,28,174,318
65843,30,30,174,319
65844,33,33,174,320
65845,35,35,174,339
65846,37,37,174,321
65847,42,42,174,322
65848,45,45,174,323
65849,49,49,174,324
65850,52,52,174,325
65851,56,56,174,326
65852,59,59,174,327
65853,62,62,174,328
65854,65,65,174,329
65855,70,70,174,330
65856,57,57,174,367
65857,48,48,174,369
65858,44,44,174,370
65859,41,41,174,371
65860,38,38,174,372
65861,35,35,174,373
65862,30,30,174,374
65863,27,27,174,375
65864,25,25,174,376
65865,22,22,174,377
65866,19,19,174,378
65867,16,16,174,379
65868,12,12,174,380
65869,7,7,174,381
65870,17,17,174,384
65871,19,19,174,385
65872,20,20,174,386
65873,23,30,174,387
65874,26,33,174,388
65875,28,35,174,389
65876,31,39,174,390
65877,34,41,174,391
65878,37,44,174,392
65879,39,47,174,393
65880,44,51,174,394
65881,47,54,174,395
65882,50,57,174,396
65883,52,60,174,397
65884,55,62,174,398
65885,58,65,174,399
65886,60,68,174,400
65887,63,71,174,401
65888,66,74,174,402
65889,69,76,174,403
65890,71,79,174,404
65891,74,81,174,405
65892,76,84,174,406
65893,78,86,174,407
65894,53,53,174,413
65895,48,48,174,414
65896,45,45,174,415
65897,42,42,174,416
65898,39,39,174,417
65899,35,35,174,418
65900,32,32,174,419
65901,29,29,174,420
65902,26,26,174,421
65903,23,23,174,422
65904,18,18,174,423
65905,18,18,174,424
65906,18,18,174,425
65907,12,12,174,426
65908,12,12,174,427
65909,15,18,174,428
65910,24,27,174,451
65911,25,28,174,430
65912,28,31,174,431
65913,31,34,174,432
65914,34,37,174,433
65915,35,35,174,434
65916,38,42,174,435
65917,41,45,174,436
65918,44,48,174,437
65919,47,51,174,438
65920,51,55,174,439
65921,54,58,174,440
65922,58,62,174,441
65923,63,67,174,442
65924,65,69,174,443
65925,68,72,174,444
65926,71,75,174,445
65927,74,78,174,446
65928,77,81,174,447
65929,2,2,175,176
65930,4,4,175,177
65931,6,6,175,178
65932,9,9,175,179
65933,11,11,175,180
65934,13,13,175,181
65935,16,16,175,182
65936,19,19,175,183
65937,22,22,175,184
65938,25,25,175,185
65939,28,28,175,186
65940,30,30,175,187
65941,33,33,175,188
65942,36,36,175,189
65943,39,39,175,190
65944,9,9,175,261
65945,12,12,175,249
65946,15,15,175,248
65947,17,17,175,247
65948,20,20,175,246
65949,23,23,175,245
65950,21,21,175,341
65951,24,24,175,342
65952,27,27,175,343
65953,30,30,175,344
65954,33,33,175,345
65955,36,36,175,346
65956,36,38,175,347
65957,34,34,175,348
65958,33,43,175,349
65959,30,30,175,350
65960,31,41,175,351
65961,29,29,175,191
65962,31,36,175,364
65963,32,32,175,365
65964,28,28,175,353
65965,25,25,175,354
65966,22,22,175,355
65967,25,25,175,356
65968,23,23,175,357
65969,20,20,175,358
65970,18,18,175,359
65971,15,15,175,360
65972,12,12,175,361
65973,8,8,175,362
65974,6,6,175,363
65975,43,43,175,194
65976,46,46,175,195
65977,45,45,175,196
65978,50,50,175,197
65979,52,52,175,198
65980,54,54,175,199
65981,56,56,175,200
65982,25,35,175,206
65983,23,23,175,207
65984,26,39,175,208
65985,28,38,175,209
65986,26,36,175,210
65987,23,33,175,211
65988,23,23,175,212
65989,22,22,175,213
65990,24,28,175,214
65991,25,25,175,215
65992,27,27,175,216
65993,29,29,175,217
65994,28,30,175,218
65995,26,32,175,219
65996,24,24,175,220
65997,26,37,175,221
65998,29,42,175,222
65999,26,43,175,452
66000,24,24,175,224
66001,25,25,175,225
66002,27,38,175,226
66003,26,35,175,227
66004,24,33,175,228
66005,27,30,175,229
66006,26,27,175,230
66007,23,23,175,231
66008,21,21,175,201
66009,22,22,175,202
66010,23,26,175,203
66011,26,30,175,204
66012,28,33,175,205
66013,23,23,175,335
66014,25,25,175,334
66015,28,28,175,333
66016,32,32,175,332
66017,35,35,175,265
66018,38,38,175,264
66019,40,40,175,263
66020,43,43,175,262
66021,47,47,175,270
66022,42,42,175,271
66023,40,40,175,272
66024,37,37,175,273
66025,34,34,175,274
66026,32,32,175,275
66027,28,28,175,276
66028,26,26,175,277
66029,26,26,175,278
66030,24,24,175,279
66031,20,20,175,280
66032,17,17,175,282
66033,13,13,175,284
66034,19,40,175,285
66035,20,46,175,286
66036,23,49,175,287
66037,26,52,175,288
66038,28,58,175,289
66039,31,61,175,290
66040,34,64,175,291
66041,36,66,175,292
66042,39,69,175,293
66043,42,72,175,294
66044,45,75,175,295
66045,50,80,175,296
66046,57,65,175,297
66047,53,61,175,298
66048,50,58,175,299
66049,46,53,175,300
66050,42,49,175,301
66051,39,47,175,302
66052,36,44,175,331
66053,33,41,175,303
66054,29,37,175,304
66055,24,32,175,305
66056,22,29,175,306
66057,19,26,175,307
66058,16,23,175,308
66059,13,13,175,309
66060,15,15,175,366
66061,18,18,175,310
66062,17,17,175,311
66063,14,14,175,312
66064,15,15,175,313
66065,18,18,175,314
66066,20,20,175,315
66067,23,23,175,316
66068,21,21,175,352
66069,25,25,175,318
66070,27,27,175,319
66071,30,30,175,320
66072,32,32,175,339
66073,34,34,175,321
66074,39,39,175,322
66075,42,42,175,323
66076,46,46,175,324
66077,49,49,175,325
66078,53,53,175,326
66079,56,56,175,327
66080,59,59,175,328
66081,62,62,175,329
66082,67,67,175,330
66083,60,60,175,367
66084,51,51,175,369
66085,47,47,175,370
66086,44,44,175,371
66087,41,41,175,372
66088,38,38,175,373
66089,33,33,175,374
66090,30,30,175,375
66091,28,28,175,376
66092,25,25,175,377
66093,22,22,175,378
66094,19,19,175,379
66095,15,15,175,380
66096,10,10,175,381
66097,20,20,175,384
66098,20,27,175,385
66099,17,17,175,386
66100,20,33,175,387
66101,23,36,175,388
66102,25,38,175,389
66103,28,42,175,390
66104,31,44,175,391
66105,34,47,175,392
66106,36,50,175,393
66107,41,54,175,394
66108,44,57,175,395
66109,47,60,175,396
66110,49,63,175,397
66111,52,65,175,398
66112,55,68,175,399
66113,57,71,175,400
66114,60,74,175,401
66115,63,77,175,402
66116,66,79,175,403
66117,68,82,175,404
66118,71,84,175,405
66119,73,87,175,406
66120,75,89,175,407
66121,50,50,175,413
66122,45,45,175,414
66123,42,42,175,415
66124,39,39,175,416
66125,36,36,175,417
66126,32,32,175,418
66127,29,29,175,419
66128,26,26,175,420
66129,23,23,175,421
66130,20,20,175,422
66131,15,15,175,423
66132,15,15,175,424
66133,17,17,175,425
66134,15,15,175,426
66135,15,15,175,427
66136,18,21,175,428
66137,27,30,175,451
66138,28,31,175,430
66139,31,34,175,431
66140,31,37,175,432
66141,34,40,175,433
66142,36,42,175,434
66143,39,45,175,435
66144,42,48,175,436
66145,45,51,175,437
66146,48,54,175,438
66147,52,58,175,439
66148,55,61,175,440
66149,59,65,175,441
66150,64,70,175,442
66151,66,72,175,443
66152,69,75,175,444
66153,72,78,175,445
66154,75,81,175,446
66155,78,84,175,447
66156,2,2,176,177
66157,4,4,176,178
66158,7,7,176,179
66159,9,9,176,180
66160,11,11,176,181
66161,14,14,176,182
66162,17,17,176,183
66163,20,20,176,184
66164,23,23,176,185
66165,26,26,176,186
66166,28,28,176,187
66167,31,31,176,188
66168,34,34,176,189
66169,37,37,176,190
66170,10,10,176,261
66171,14,14,176,249
66172,16,16,176,248
66173,19,19,176,247
66174,22,22,176,246
66175,25,25,176,245
66176,23,23,176,341
66177,26,26,176,342
66178,29,29,176,343
66179,29,29,176,344
66180,32,35,176,345
66181,35,38,176,346
66182,34,40,176,347
66183,32,32,176,348
66184,31,45,176,349
66185,28,28,176,350
66186,29,29,176,351
66187,27,27,176,191
66188,29,29,176,364
66189,30,30,176,365
66190,26,26,176,353
66191,23,23,176,354
66192,20,20,176,355
66193,23,23,176,356
66194,21,21,176,357
66195,19,19,176,358
66196,20,20,176,359
66197,17,17,176,360
66198,14,14,176,361
66199,10,10,176,362
66200,8,8,176,363
66201,41,41,176,194
66202,44,44,176,195
66203,43,43,176,196
66204,48,48,176,197
66205,50,50,176,198
66206,52,52,176,199
66207,54,54,176,200
66208,23,37,176,206
66209,21,21,176,207
66210,24,40,176,208
66211,26,36,176,209
66212,24,34,176,210
66213,21,31,176,211
66214,21,21,176,212
66215,20,20,176,213
66216,22,26,176,214
66217,23,23,176,215
66218,25,25,176,216
66219,27,27,176,217
66220,26,28,176,218
66221,24,30,176,219
66222,22,22,176,220
66223,24,35,176,221
66224,28,28,176,222
66225,26,26,176,452
66226,26,26,176,224
66227,27,27,176,225
66228,26,40,176,226
66229,24,37,176,227
66230,22,22,176,228
66231,25,32,176,229
66232,28,29,176,230
66233,25,25,176,231
66234,23,23,176,201
66235,24,24,176,202
66236,22,22,176,203
66237,26,32,176,204
66238,26,35,176,205
66239,21,21,176,335
66240,23,23,176,334
66241,26,26,176,333
66242,30,30,176,332
66243,33,33,176,265
66244,36,36,176,264
66245,38,38,176,263
66246,41,41,176,262
66247,49,49,176,270
66248,44,44,176,271
66249,42,42,176,272
66250,39,39,176,273
66251,36,36,176,274
66252,34,34,176,275
66253,30,30,176,276
66254,28,28,176,277
66255,27,27,176,278
66256,25,25,176,279
66257,21,22,176,280
66258,15,15,176,282
66259,13,13,176,284
66260,17,17,176,285
66261,18,18,176,286
66262,21,51,176,287
66263,24,54,176,288
66264,26,26,176,289
66265,29,63,176,290
66266,32,66,176,291
66267,34,68,176,292
66268,37,71,176,293
66269,40,74,176,294
66270,43,77,176,295
66271,48,82,176,296
66272,55,55,176,297
66273,51,51,176,298
66274,48,48,176,299
66275,44,44,176,300
66276,40,40,176,301
66277,37,37,176,302
66278,34,34,176,331
66279,31,31,176,303
66280,27,27,176,304
66281,22,22,176,305
66282,20,20,176,306
66283,17,17,176,307
66284,14,14,176,308
66285,11,11,176,309
66286,17,17,176,366
66287,17,17,176,310
66288,15,15,176,311
66289,12,12,176,312
66290,13,13,176,313
66291,16,16,176,314
66292,18,18,176,315
66293,21,21,176,316
66294,19,19,176,352
66295,23,23,176,318
66296,25,25,176,319
66297,28,28,176,320
66298,30,30,176,339
66299,32,32,176,321
66300,37,37,176,322
66301,40,40,176,323
66302,44,44,176,324
66303,47,47,176,325
66304,51,51,176,326
66305,54,54,176,327
66306,57,57,176,328
66307,60,60,176,329
66308,65,65,176,330
66309,62,62,176,367
66310,53,53,176,369
66311,49,49,176,370
66312,46,46,176,371
66313,43,43,176,372
66314,40,40,176,373
66315,35,35,176,374
66316,32,32,176,375
66317,30,30,176,376
66318,27,27,176,377
66319,24,24,176,378
66320,21,21,176,379
66321,17,17,176,380
66322,12,12,176,381
66323,19,19,176,384
66324,18,29,176,385
66325,15,15,176,386
66326,18,35,176,387
66327,21,38,176,388
66328,23,40,176,389
66329,26,44,176,390
66330,29,46,176,391
66331,32,49,176,392
66332,34,52,176,393
66333,39,56,176,394
66334,42,59,176,395
66335,45,62,176,396
66336,47,65,176,397
66337,50,67,176,398
66338,53,70,176,399
66339,55,73,176,400
66340,58,76,176,401
66341,61,79,176,402
66342,64,81,176,403
66343,66,84,176,404
66344,69,86,176,405
66345,71,89,176,406
66346,73,91,176,407
66347,48,48,176,413
66348,43,43,176,414
66349,40,40,176,415
66350,37,37,176,416
66351,34,34,176,417
66352,30,30,176,418
66353,27,27,176,419
66354,24,24,176,420
66355,21,21,176,421
66356,18,18,176,422
66357,13,13,176,423
66358,13,13,176,424
66359,15,15,176,425
66360,16,17,176,426
66361,13,13,176,427
66362,16,16,176,428
66363,25,25,176,451
66364,26,26,176,430
66365,29,29,176,431
66366,29,39,176,432
66367,32,42,176,433
66368,34,44,176,434
66369,37,47,176,435
66370,40,50,176,436
66371,43,53,176,437
66372,46,56,176,438
66373,50,60,176,439
66374,53,63,176,440
66375,57,67,176,441
66376,62,72,176,442
66377,64,74,176,443
66378,67,77,176,444
66379,70,80,176,445
66380,73,83,176,446
66381,76,86,176,447
66382,2,2,177,178
66383,5,5,177,179
66384,7,7,177,180
66385,9,9,177,181
66386,12,12,177,182
66387,15,15,177,183
66388,18,18,177,184
66389,21,21,177,185
66390,24,24,177,186
66391,26,26,177,187
66392,29,29,177,188
66393,32,32,177,189
66394,35,35,177,190
66395,12,12,177,261
66396,16,16,177,249
66397,18,19,177,248
66398,21,21,177,247
66399,24,25,177,246
66400,25,25,177,245
66401,25,25,177,341
66402,28,28,177,342
66403,31,31,177,343
66404,31,31,177,344
66405,33,37,177,345
66406,35,35,177,346
66407,32,32,177,347
66408,30,30,177,348
66409,29,29,177,349
66410,26,26,177,350
66411,30,30,177,351
66412,29,29,177,191
66413,31,32,177,364
66414,28,28,177,365
66415,24,24,177,353
66416,21,21,177,354
66417,18,18,177,355
66418,21,21,177,356
66419,19,19,177,357
66420,17,17,177,358
66421,18,18,177,359
66422,15,15,177,360
66423,12,12,177,361
66424,11,11,177,362
66425,10,10,177,363
66426,39,39,177,194
66427,42,42,177,195
66428,45,45,177,196
66429,50,50,177,197
66430,52,52,177,198
66431,54,54,177,199
66432,56,56,177,200
66433,21,21,177,206
66434,19,19,177,207
66435,22,22,177,208
66436,24,34,177,209
66437,22,32,177,210
66438,19,29,177,211
66439,19,19,177,212
66440,18,18,177,213
66441,20,24,177,214
66442,21,21,177,215
66443,23,23,177,216
66444,25,25,177,217
66445,24,24,177,218
66446,22,22,177,219
66447,20,20,177,220
66448,22,22,177,221
66449,28,28,177,222
66450,27,27,177,452
66451,28,42,177,224
66452,29,29,177,225
66453,28,42,177,226
66454,26,39,177,227
66455,24,37,177,228
66456,27,34,177,229
66457,30,31,177,230
66458,27,27,177,231
66459,25,25,177,201
66460,23,23,177,202
66461,20,20,177,203
66462,24,24,177,204
66463,24,24,177,205
66464,19,19,177,335
66465,21,21,177,334
66466,24,24,177,333
66467,28,28,177,332
66468,31,31,177,265
66469,34,34,177,264
66470,36,36,177,263
66471,39,39,177,262
66472,51,51,177,270
66473,46,46,177,271
66474,44,44,177,272
66475,41,41,177,273
66476,38,38,177,274
66477,36,36,177,275
66478,32,32,177,276
66479,30,30,177,277
66480,29,30,177,278
66481,27,28,177,279
66482,23,24,177,280
66483,17,17,177,282
66484,15,15,177,284
66485,19,44,177,285
66486,19,19,177,286
66487,22,53,177,287
66488,25,56,177,288
66489,27,27,177,289
66490,30,65,177,290
66491,33,68,177,291
66492,35,70,177,292
66493,38,73,177,293
66494,41,76,177,294
66495,44,79,177,295
66496,49,84,177,296
66497,57,69,177,297
66498,53,65,177,298
66499,50,62,177,299
66500,46,57,177,300
66501,42,53,177,301
66502,39,51,177,302
66503,36,48,177,331
66504,33,45,177,303
66505,29,41,177,304
66506,24,36,177,305
66507,22,33,177,306
66508,19,30,177,307
66509,16,27,177,308
66510,13,13,177,309
66511,19,19,177,366
66512,15,15,177,310
66513,13,13,177,311
66514,10,10,177,312
66515,11,11,177,313
66516,14,14,177,314
66517,16,16,177,315
66518,19,19,177,316
66519,17,17,177,352
66520,21,21,177,318
66521,23,23,177,319
66522,26,26,177,320
66523,28,28,177,339
66524,30,30,177,321
66525,35,35,177,322
66526,38,38,177,323
66527,42,42,177,324
66528,45,45,177,325
66529,49,49,177,326
66530,52,52,177,327
66531,55,55,177,328
66532,58,58,177,329
66533,63,63,177,330
66534,64,64,177,367
66535,55,55,177,369
66536,51,51,177,370
66537,48,48,177,371
66538,45,45,177,372
66539,42,42,177,373
66540,37,37,177,374
66541,34,34,177,375
66542,32,32,177,376
66543,29,29,177,377
66544,26,26,177,378
66545,23,23,177,379
66546,19,19,177,380
66547,14,14,177,381
66548,17,17,177,384
66549,16,31,177,385
66550,13,13,177,386
66551,16,37,177,387
66552,19,40,177,388
66553,21,42,177,389
66554,24,46,177,390
66555,27,48,177,391
66556,30,51,177,392
66557,32,54,177,393
66558,37,58,177,394
66559,40,61,177,395
66560,43,64,177,396
66561,45,67,177,397
66562,48,69,177,398
66563,51,72,177,399
66564,53,75,177,400
66565,56,78,177,401
66566,59,81,177,402
66567,62,83,177,403
66568,64,86,177,404
66569,67,88,177,405
66570,69,91,177,406
66571,71,93,177,407
66572,46,46,177,413
66573,41,41,177,414
66574,38,38,177,415
66575,35,35,177,416
66576,32,32,177,417
66577,28,28,177,418
66578,25,25,177,419
66579,22,22,177,420
66580,19,19,177,421
66581,16,16,177,422
66582,11,11,177,423
66583,11,11,177,424
66584,13,13,177,425
66585,18,19,177,426
66586,15,15,177,427
66587,18,25,177,428
66588,27,27,177,451
66589,28,28,177,430
66590,31,38,177,431
66591,30,41,177,432
66592,33,44,177,433
66593,35,46,177,434
66594,38,49,177,435
66595,41,52,177,436
66596,44,55,177,437
66597,47,58,177,438
66598,51,62,177,439
66599,54,65,177,440
66600,58,69,177,441
66601,63,74,177,442
66602,65,76,177,443
66603,68,79,177,444
66604,71,82,177,445
66605,74,85,177,446
66606,77,88,177,447
66607,2,2,178,179
66608,5,5,178,180
66609,7,7,178,181
66610,9,9,178,182
66611,13,13,178,183
66612,15,15,178,184
66613,18,18,178,185
66614,21,21,178,186
66615,23,23,178,187
66616,26,26,178,188
66617,29,29,178,189
66618,32,32,178,190
66619,15,15,178,261
66620,18,18,178,249
66621,21,21,178,248
66622,23,24,178,247
66623,27,27,178,246
66624,24,24,178,245
66625,27,28,178,341
66626,30,31,178,342
66627,31,31,178,343
66628,28,28,178,344
66629,31,31,178,345
66630,34,34,178,346
66631,34,34,178,347
66632,32,32,178,348
66633,32,40,178,349
66634,29,29,178,350
66635,32,34,178,351
66636,30,30,178,191
66637,29,29,178,364
66638,26,26,178,365
66639,21,21,178,353
66640,19,19,178,354
66641,16,16,178,355
66642,18,18,178,356
66643,16,16,178,357
66644,14,14,178,358
66645,17,24,178,359
66646,16,16,178,360
66647,15,15,178,361
66648,14,14,178,362
66649,12,12,178,363
66650,41,41,178,194
66651,44,44,178,195
66652,46,46,178,196
66653,51,51,178,197
66654,53,53,178,198
66655,55,55,178,199
66656,57,57,178,200
66657,24,39,178,206
66658,22,22,178,207
66659,22,22,178,208
66660,22,32,178,209
66661,20,30,178,210
66662,16,26,178,211
66663,16,16,178,212
66664,16,16,178,213
66665,18,21,178,214
66666,19,19,178,215
66667,20,20,178,216
66668,22,22,178,217
66669,24,24,178,218
66670,25,26,178,219
66671,23,23,178,220
66672,25,30,178,221
66673,28,28,178,222
66674,27,27,178,452
66675,29,40,178,224
66676,31,42,178,225
66677,31,44,178,226
66678,28,42,178,227
66679,27,40,178,228
66680,30,36,178,229
66681,32,34,178,230
66682,30,30,178,231
66683,27,27,178,201
66684,25,30,178,202
66685,23,23,178,203
66686,27,36,178,204
66687,27,39,178,205
66688,16,16,178,335
66689,19,19,178,334
66690,22,22,178,333
66691,25,25,178,332
66692,28,28,178,265
66693,31,31,178,264
66694,34,34,178,263
66695,36,36,178,262
66696,53,53,178,270
66697,48,48,178,271
66698,46,46,178,272
66699,43,43,178,273
66700,40,40,178,274
66701,38,38,178,275
66702,34,34,178,276
66703,32,32,178,277
66704,32,32,178,278
66705,30,30,178,279
66706,26,26,178,280
66707,20,20,178,282
66708,18,18,178,284
66709,22,46,178,285
66710,21,52,178,286
66711,24,55,178,287
66712,27,58,178,288
66713,25,25,178,289
66714,28,28,178,290
66715,31,31,178,291
66716,33,33,178,292
66717,36,36,178,293
66718,39,39,178,294
66719,42,42,178,295
66720,47,47,178,296
66721,60,60,178,297
66722,56,56,178,298
66723,53,53,178,299
66724,49,49,178,300
66725,45,45,178,301
66726,42,42,178,302
66727,39,39,178,331
66728,36,47,178,303
66729,32,43,178,304
66730,27,38,178,305
66731,25,36,178,306
66732,22,33,178,307
66733,19,30,178,308
66734,16,16,178,309
66735,20,20,178,366
66736,18,18,178,310
66737,14,14,178,311
66738,8,8,178,312
66739,8,8,178,313
66740,11,11,178,314
66741,14,14,178,315
66742,16,16,178,316
66743,15,15,178,352
66744,18,18,178,318
66745,21,21,178,319
66746,23,23,178,320
66747,26,26,178,339
66748,28,28,178,321
66749,32,32,178,322
66750,36,36,178,323
66751,39,39,178,324
66752,42,42,178,325
66753,46,46,178,326
66754,50,50,178,327
66755,53,53,178,328
66756,55,55,178,329
66757,60,60,178,330
66758,67,67,178,367
66759,58,58,178,369
66760,54,54,178,370
66761,51,51,178,371
66762,48,48,178,372
66763,45,45,178,373
66764,40,40,178,374
66765,37,37,178,375
66766,35,35,178,376
66767,32,32,178,377
66768,29,29,178,378
66769,26,26,178,379
66770,22,22,178,380
66771,17,17,178,381
66772,14,14,178,384
66773,13,34,178,385
66774,10,10,178,386
66775,13,40,178,387
66776,16,43,178,388
66777,18,45,178,389
66778,22,49,178,390
66779,24,51,178,391
66780,27,54,178,392
66781,30,57,178,393
66782,34,61,178,394
66783,37,64,178,395
66784,40,67,178,396
66785,43,70,178,397
66786,45,72,178,398
66787,48,75,178,399
66788,51,78,178,400
66789,54,81,178,401
66790,57,84,178,402
66791,59,86,178,403
66792,62,89,178,404
66793,64,91,178,405
66794,67,94,178,406
66795,69,96,178,407
66796,43,43,178,413
66797,38,38,178,414
66798,35,35,178,415
66799,32,32,178,416
66800,29,29,178,417
66801,25,25,178,418
66802,22,22,178,419
66803,19,19,178,420
66804,16,16,178,421
66805,13,13,178,422
66806,8,8,178,423
66807,9,9,178,424
66808,13,13,178,425
66809,19,19,178,426
66810,18,18,178,427
66811,21,27,178,428
66812,27,27,178,451
66813,28,28,178,430
66814,29,29,178,431
66815,27,27,178,432
66816,30,46,178,433
66817,32,48,178,434
66818,35,51,178,435
66819,38,54,178,436
66820,41,57,178,437
66821,44,60,178,438
66822,48,64,178,439
66823,51,67,178,440
66824,55,71,178,441
66825,60,76,178,442
66826,62,78,178,443
66827,65,81,178,444
66828,68,84,178,445
66829,71,87,178,446
66830,74,90,178,447
66831,2,2,179,180
66832,4,4,179,181
66833,6,6,179,182
66834,10,10,179,183
66835,13,13,179,184
66836,15,15,179,185
66837,19,19,179,186
66838,20,20,179,187
66839,23,23,179,188
66840,26,26,179,189
66841,29,29,179,190
66842,18,18,179,261
66843,21,21,179,249
66844,24,24,179,248
66845,26,26,179,247
66846,30,30,179,246
66847,27,33,179,245
66848,30,30,179,341
66849,33,33,179,342
66850,34,36,179,343
66851,31,31,179,344
66852,33,42,179,345
66853,36,45,179,346
66854,36,43,179,347
66855,34,40,179,348
66856,32,38,179,349
66857,29,29,179,350
66858,32,32,179,351
66859,29,29,179,191
66860,26,26,179,364
66861,23,23,179,365
66862,19,19,179,353
66863,16,16,179,354
66864,13,13,179,355
66865,16,16,179,356
66866,14,14,179,357
66867,12,12,179,358
66868,14,14,179,359
66869,17,17,179,360
66870,18,18,179,361
66871,17,17,179,362
66872,15,15,179,363
66873,41,41,179,194
66874,44,44,179,195
66875,47,47,179,196
66876,52,55,179,197
66877,54,57,179,198
66878,56,59,179,199
66879,58,61,179,200
66880,27,36,179,206
66881,25,34,179,207
66882,23,32,179,208
66883,19,29,179,209
66884,17,27,179,210
66885,14,14,179,211
66886,14,14,179,212
66887,13,13,179,213
66888,15,15,179,214
66889,16,16,179,215
66890,18,18,179,216
66891,19,19,179,217
66892,21,21,179,218
66893,23,23,179,219
66894,22,22,179,220
66895,25,27,179,221
66896,30,33,179,222
66897,30,35,179,452
66898,31,37,179,224
66899,34,39,179,225
66900,34,41,179,226
66901,31,43,179,227
66902,29,43,179,228
66903,33,39,179,229
66904,35,37,179,230
66905,32,32,179,231
66906,30,30,179,201
66907,28,33,179,202
66908,26,26,179,203
66909,29,39,179,204
66910,29,39,179,205
66911,14,14,179,335
66912,16,16,179,334
66913,19,19,179,333
66914,23,23,179,332
66915,26,26,179,265
66916,29,29,179,264
66917,31,31,179,263
66918,34,34,179,262
66919,56,56,179,270
66920,51,51,179,271
66921,49,49,179,272
66922,46,46,179,273
66923,43,43,179,274
66924,41,41,179,275
66925,37,37,179,276
66926,35,35,179,277
66927,34,35,179,278
66928,32,33,179,279
66929,28,29,179,280
66930,22,22,179,282
66931,21,21,179,284
66932,25,49,179,285
66933,24,24,179,286
66934,27,58,179,287
66935,30,61,179,288
66936,28,28,179,289
66937,31,70,179,290
66938,34,73,179,291
66939,36,75,179,292
66940,39,78,179,293
66941,42,81,179,294
66942,45,84,179,295
66943,50,89,179,296
66944,63,63,179,297
66945,59,59,179,298
66946,56,56,179,299
66947,51,51,179,300
66948,47,47,179,301
66949,45,45,179,302
66950,42,42,179,331
66951,39,50,179,303
66952,35,46,179,304
66953,30,41,179,305
66954,27,39,179,306
66955,24,36,179,307
66956,21,33,179,308
66957,19,30,179,309
66958,21,21,179,366
66959,20,20,179,310
66960,15,15,179,311
66961,9,9,179,312
66962,6,6,179,313
66963,9,9,179,314
66964,11,11,179,315
